Account,Total Pdex rewards,Initial Claimable rewards,Factor,DOT Contributed
5H9axSWnNEBkozjKg1RuvQRH6gtGtfRCTZL7vrjwrhRP2rt5,15.41112,3.85278,0.000002388876,7.5
5GpPRAEAp1ttbwVEgEoqtCFbWB6LMs3A16m2BwciDj4nDE3T,10.27408,2.56852,0.000001592584,5
5DtR39oKCmw3zfBX3CNdRuCyBFqGU5im49m7P5TFCQKzSwEf,20.54816,5.13704,0.000003185168,10
5FJ6oeFGCBTp1JYpnthfjshnwjhDwBje4akUnm2TdixonqPe,41.09632,10.27408,0.000006370337,20
5EJT6b5fevMu7hNeQ5AcSpN6h9pvtQhfeoBpZXER2HzQypjX,10.27408,2.56852,0.000001592584,5
5EnD8xJGofQV2bJAWq4Fws2TVW1GSTckY81TQvHGwEwyb2qN,82.19264,20.54816,0.000012740674,40
5CVNJjDhqp2iz62XAJ9uSP9kGgN3QXQ1gSGEQM5LvT8kaPKo,213.700864,53.425216,0.000033125753,104
5DP18FUzjVAZc1Eo1a5CRoRAJVyvxXVeggskEzBS5Ry78sVX,2054.816,513.704,0.000318516865,1000
5EtQiVrcgSRBLEC67KwGcxc3iymcqNrmnCLAJFAeyN9Y8sPp,47.260768,11.815192,0.000007325887,23
5DhWFhKpRF2VotcckUiSQ4BG117XgJ9dB9dLXsj4xpmJMkFA,2745.31636864,686.32909216,0.000425551272,1336.04
5HQvMGcVZgBsoLcXkyfnx8zN3a1DHN51EhLN2MYVMCfVVkpi,41.09632,10.27408,0.000006370337,20
5FsbYvmXneV9yVHijw17UFZgSEHGJRruxEMf7f1BM8MgP93s,20.54816,5.13704,0.000003185168,10
5EA5vHbj176kkVUom9yppUy6xdXTfEJnzBCDpUaSDCcQiMWk,26.712608,6.678152,0.000004140719,13
5HYoFUrfoXqwyusJ27XEKj4zWmA2y2zcGAJDwBGLp87bHYCb,195.20752,48.80188,0.000030259102,95
5Et5idBwVBa4TQqJpQ1CZ8BCJ6bLUeZYtQTkakwGHLfTem92,10.27408,2.56852,0.000001592584,5
5GTp7M75jKUeET9bFTaiW2eKNN9c7bEMTdsr8YPAmCMcnCuc,20.54816,5.13704,0.000003185168,10
5FWGGxTVKx3qndzcFBVvw7ivkVRbQTWS7P6ChqC77gqC7a4f,51.3704,12.8426,0.000007962921,25
5DqEbaGzPQbmsi1iuNrsxeqqGXTHEFPvhNZ2nZ8eZmE6FCEq,61.64448,15.41112,0.000009555505,30
5G4cYDWVT8RZUSqtqecZHbuTSF1fHAGLgz26WEgCWxFDCVr6,20.54816,5.13704,0.000003185168,10
5CJU1C45nMBsma8o7DyzA2Li2kBEdcYLjtMqSZHSVSLo3hxT,205.4816,51.3704,0.000031851686,100
5HgJC23D2THvGmnHSzXGsHSNgvfVW1RTWJPxgpnTiZc5Xa5t,205.4816,51.3704,0.000031851686,100
5Ct3psfXmFyk7229r48AE1Ddkwb8whWBDw3bVY18hLkmvznh,196.543979456611,49.135994864152,0.000030466266,95.65040347
5DV8C5Ukx5BPUrygxpfQKZUtvfHDs9PVJKh1ftFo3QXiEUJ9,10.27408,2.56852,0.000001592584,5
5CM57wc5viBE5X6wooGJhDv16kLBhE5X2MqVWaNtYqccUvF3,472.60768,118.15192,0.000073258878,230
5CK5cKM3mG8WriuT4CGnFsMfY3NtPeNWhEsqjchiLCoZkcHd,205.4816,51.3704,0.000031851686,100
5FP2z6GSH1SLNo9zB14bJWodcMHFmwmkrncnDyYncsendojg,41.09632,10.27408,0.000006370337,20
5DV8aFqBjnufFrHThKjFteK4q7JDQbQRpUXDoNEozqQDBYKT,82.19264,20.54816,0.000012740674,40
5FTT8ERguSQaYFdJwV5kBpXPcGk6DTjTyAEgZyneJYhzQThi,12.328896,3.082224,0.000001911101,6
5Eq38W2j82MusPn5a8XRZkxsviRDMMkcrNEpM3AdDGPnoScJ,213.700864,53.425216,0.000033125753,104
5C4vVJxtbTyCyCocdVji5WYovJkHXUKjFQ3RXFyoVDWYirZ1,390.41504,97.60376,0.000060518204,190
5Fjgpd9pPV8QDzFDztQVWMdTp7DZd6FyYEuo5FZ113VF8qFW,12.328896,3.082224,0.000001911101,6
5CPVf7HHmqDrFmaimhepynWHwW6QrRGJa7UAsnjjYv3YRJkV,115.04914784,28.76228696,0.000017833759,55.99
5DWnd1Z3bPjjFQRHo2AheRjGKAphkoUKSKhcTeDnu4FY5ThZ,10.27408,2.56852,0.000001592584,5
5CaekcrnTDRY98ceUtZXs52E6oxhJnpBHxVcnpc8kH2hrmoq,30.82224,7.70556,0.000004777752,15
5HE7Ayfi21M8aqop1gjHntEei2cRABfc6kLjWzzEi3bqox1z,67.808928,16.952232,0.000010511056,33
5Hjfagpkwe8gsXNt4f886TF7wqHzh1CArDLwgz6oDzMoRJRz,10.27408,2.56852,0.000001592584,5
5GNLAnwyjfBv4yaDscfaQTias2NrhfiSnyWH6xebFJ4pGJZd,10.27408,2.56852,0.000001592584,5
5F98yg5ZcyQggGCCq6QgT8SLGKTjSoZ6FBfAvNGDZse3drqb,410.9632,102.7408,0.000063703373,200
5F9bH1E9L3AbVneftA8vEKok8eKguBfCRJhLE28gakSfxLPs,24.657792,6.164448,0.000003822202,12
5FNsnc9oAyvxGKPaXsFePkYDGw1N6AVzq1tKjBSxVi6khJuR,164.14770217408,41.03692554352,0.000025444522,79.88438
5Ec3Lj8XqWxrJikYTKvmAE6saNQxTm4t37P1Bdboz3CaY1BE,493.15584,123.28896,0.000076444047,240
5HSqkJK5aMraLWPHxnQ6ycRopNsdbTK2AQ6Dt2mepXcZukc5,308.2224,77.0556,0.000047777529,150
5F9D5EjprMwchagabAvNKwStivKiRh6sv1mMZooSLTwjDGw6,18.493344,4.623336,0.000002866651,9
5DqSuhh2xtajLUYBrftGHL2sdu5FbNNyaMJjThvz4b8AnxjA,174.65936,43.66484,0.000027073933,85
5Dz2g2aKk3K1otgjxxVAB5tWVg17s6WxsuRZY3XTGa482MyA,123.28896,30.82224,0.000019111011,60
5CMPVwD7Zx7n1mxYYuP938PmTmJoa3xkFDAweaLno4XZwpG6,21.575568,5.393892,0.000003344427,10.5
5HGSUGo7WRyE7BzaokiajrmNX7XBhDTVUaZMf3A187Qxx6Kc,82.19264,20.54816,0.000012740674,40
5F1fNv4TrzkFZyEnqp7Ynn2MchxeKToyShgKqrUzabFRS1rc,2116.46048,529.11512,0.000328072371,1030
5F93HNzvnmSkuJeayqPrEbCuDSNkBdBQQru2bdPwBY7qcZ4S,10.27408,2.56852,0.000001592584,5
5EM5MsmXueeHxee3M5kW63JueQLsXicHteAXP7FnVemwYuM1,2157.5568,539.3892,0.000334442708,1050
5ETydRdS6bsYxn4CH8inBHggD9sAgXdvESE3XwGGmyhFqwHh,41.09632,10.27408,0.000006370337,20
5Esc2waePa1aqD3Xpyg45qPzF6Qj2a7xKcNKURTbDFidMpUK,19214.584416,4803.646104,0.002978451205,9351
5EPZX7oK2QYmb9b5VmjVN4asBDroWLfWAAopeywi2YRfSdyX,41.09632,10.27408,0.000006370337,20
5HBkvm4moUZ5TViwDqYGserzC1WGUKMFfMQee67HiPho1KSk,20.54816,5.13704,0.000003185168,10
5GYL7Z2FVFqofyFSTbQtDwRdnW955tT3JEZGFQwfchiCJvvu,38.4250592,9.6062648,0.000005956265,18.7
5H3ArBY33Xw6rKWBmp26UTgfRaehoY176eqRXbHDkjEX6VK7,102.7408,25.6852,0.000015925843,50
5FRi1B2tWT8ZTFt34Pe3wjUmuWnqfKqXS6LzJuiYG3peTEJa,10.27408,2.56852,0.000001592584,5
5Ct73ZuZmjJZ73fzkPFWEZAtkgTEVHyhVh2egmnYMu5osBbw,369.86688,92.46672,0.000057333035,180
5CCmKRVht8StokWjP7uTUJgWaCx2qG6nowXHVhhtxcsf7WJ4,406.853568,101.713392,0.000063066339,198
5Grdr65H5aFfxRf2tEA4JYRYbtgZHLedLq5SWYz8DSYgFJGT,124.762153213111,31.190538303277,0.000019339371,60.7169465359
5C8VumbGx4KoJCdAf5ptMz48wCFzv4dJbGkJ6fJap2wVS76t,10.27408,2.56852,0.000001592584,5
5G1eXZfK2to1osrg7p8CLHsn1E1f9Goc6hfE1mkA2cXTJkJ1,51.3704,12.8426,0.000007962921,25
5ERXGo7neQshS8R1Q31WUYoN1jPJN3MCJZ8iM9HeURecpMpv,125.343776,31.335944,0.000019429528,61
5D4THRZ8jRmKFe6QPbtxQoLiV55nrEyPN136jdixtf6aFgqR,410963.2,102740.8,0.063703373015,200000
5DHdFEToi6NW6c6RtUq7NaVbYEeFAcpPXPAEVVXHGpfzUbVY,139.727488,34.931872,0.000021659146,68
5FLZacrgCB5CmSbUPLgrfQt6eViVPMHtEMpib3tfKTw2EarL,96.576352,24.144088,0.000014970292,47
5CFPP9sEcNMUC73DZ43bE3RZBfuE6StiZAPWpy6gcqGp5Wki,69.863744,17.465936,0.000010829573,34
5GxVM1D8nxNDgSZ7DCqePq61dS1cfWJXcvkeZK6k1NarSgCk,279.0659993312,69.7664998328,0.000043257998,135.8107
5F4bnKhzSGCRyiBsmgWahbGqewn6pUWzKxF7XnFDC8n2dmks,410.9632,102.7408,0.000063703373,200
5CKRHwrrGdbCnDgLsRgPDzUtuMPbRBaB56rGabVBzaRSoRNA,821.9264,205.4816,0.000127406746,400
5GgtZ7jDN9DC75CDXMbQzqdn1tzdDockdE5UcsfN1gyCGDrR,12.328896,3.082224,0.000001911101,6
5CSY9kvSf1Jh4foVv4ntkvRqtjDGFpR27JcGi5nMyVCoWmEL,20.54816,5.13704,0.000003185168,10
5EvZ1BVr8jyn4LFPXbkUdkSq2yzjjEW7hAE7exsoaop6D3BK,20.54816,5.13704,0.000003185168,10
5D73QmUYKTYUyaQhHd7EBwCCnR9CqXzaDhaprUD9RqqLaJP1,51.3704,12.8426,0.000007962921,25
5FsdyktJkpA6vtP8UJ3uUsZbnhZQSXXdMR2S3XsL7ALpYXKP,10.27408,2.56852,0.000001592584,5
5GKMkGMNoHp3Fgy4mVrvexyMspxbXGtRGo8iJM98KYcJxrUh,195.20752,48.80188,0.000030259102,95
5GTbZhPVZv2o3znvKvH58qUNLf6UjEu1dT7xBmi5vTPCAa3g,48.288176,12.072044,0.000007485146,23.5
5HdccSH4z83zGZmZNiH27aaob3UqDG8Sry5Pb3e7QRxXK4SE,10.27408,2.56852,0.000001592584,5
5HBdTGPLRwifgsLzCKDAVAL4ZpfAoigqWjAGEH4pN7bxYRcx,9452.153600000001,2363.0384,0.001465177579,4600
5FjsRjWv9qBJnqrV7Q9GFyFuN6aw3THckRCqzeYWusbzdDWF,20.54816,5.13704,0.000003185168,10
5GTVMgQ7TvCHTNJVCo6mt8Eo45biMLjMrNXwf2Z32cNh7EDm,51.3704,12.8426,0.000007962921,25
5DkWVAkcD8s5K7sEq641fKiAf6axr2wiRiHvG5juXR3DusPm,647.26704,161.81676,0.000100332812,315
5FZJWHXccnucg1n3EN5kMdYFSaeB1Xpoex4BJKxSjPubeRtR,10.27408,2.56852,0.000001592584,5
5GECLU3yVzkfBWZ3riHoq1KJwm3cxGArDANjm8aEDZRmksTe,30.82224,7.70556,0.000004777752,15
5HbPd1VfRZ5a1GMA3BCPGgWQJGNpGP89sNzUDh7W598HPGnu,20.58925632,5.14731408,0.000003191538,10.02
5GuwKANWYbmPKxvosAA3XPydsmRCopL2LhJAmDiEnVhxrWzK,207.536416,51.884104,0.000032170203,101
5CJHZA6KVEgyGt2JtGM1bWB1rznW1BU8ViJgWmkEiZrbJa2S,102.7408,25.6852,0.000015925843,50
5HWZB5QewauTfjwbbby5EAVrYusnA2tSTNBhGLk69W5bXo9t,20.54816,5.13704,0.000003185168,10
5C4ynL3mRsZdy7bHFXzsNBXYKDZUNYxkLUqSn1628bJ4CgK2,30.82224,7.70556,0.000004777752,15
5CksZewzJKZyi5sKQybFvqUvYzzXuoig7qrEL5aDkpNDgnWt,12.328896,3.082224,0.000001911101,6
5HQxjibX8zkna9BQ6cZQD8UfaCZPxCJqCdYHJpHr3mLTM5gL,2054.816,513.704,0.000318516865,1000
5Gjp4ZsmzdnAmYpgp8cCtRDYuec3NhW87MCEzLSdK5CxUGaP,102.7408,25.6852,0.000015925843,50
5Cer6A6CHBBgJTWGaRDM2SsRL7k9JjoUqoHvKsEVtSMQh6sE,20.54816,5.13704,0.000003185168,10
5EsR121gQxiiqUh33PpThWeZU5cNosufAhNwn7ZKZ769oM7r,10.27408,2.56852,0.000001592584,5
5DJQVmbV9zyhg9FvfDL5gFQEjHmpQNE8Rmp38VW5YdwHasm6,36.986688,9.246672,0.000005733303,18
5GWQXH2Sw7fxhKiMuhBa44cxxy8j1NctCjDQiBdDAHcaw4P3,20.54816,5.13704,0.000003185168,10
5DvKdhuh9e6k4WsuVkQawzja2Wp4U96mX9srNY7sQ8Wra3dF,10.27408,2.56852,0.000001592584,5
5H4SqPuSsKGiuBKYiYCV5uZqyxuaZfBTNg4qtw5RebfyAhh1,114.8642144,28.7160536,0.000017805092,55.9
5CtZN7msD4XD55YFBujKW5u4GdxbAedhY4gmS7DEoDD8fEZh,57.534848,14.383712,0.000008918472,28
5E55gxMUvvUCbo61iCyRayyKpGp4fEACRK7y99VYZonyJpD5,10.27408,2.56852,0.000001592584,5
5G6FPpPa3wQFciPS4rEo9KusDRP7a7Vy9CzRd1o5wXpHkA7L,4419.909216,1104.977304,0.000685129776,2151
5G4PGigxJkP6UvXVpZvAdtVynwwjgsgiBsoeEe3P4qhXFAVh,924.428841344,231.107210336,0.000143295641,449.884
5Gk1Qv3XFVVfFrEu3PM7VaNAfTrkDptdDtMXqLmFULzGtQ2p,226.8516864,56.7129216,0.000035164261,110.4
5CycBwPqeqxg7xQ81oDpQjh2CfBAAuhc6RFfcmxWaBX1MNfy,10.27408,2.56852,0.000001592584,5
5GvaKKEi3R8731y1MpGB3BVR1CHREqZbctbKTAAtsRhXGFFY,57.534848,14.383712,0.000008918472,28
5Dbt3hL3XfRCVmonqy7cwLWRsXaqydx8FbWwQZCzXYLLBULL,745.898208,186.474552,0.000115621622,363
5G6ewQJc5BcRSK32rU38UvtshCYD7RPMd2rfGyULveVbfauA,184.93344,46.23336,0.000028666517,90
5GBbxXP15jbuZaJEHXTrKManDZp6yPty77dLqsvfvogGEUq3,20.54816,5.13704,0.000003185168,10
5HZGy5mYz8C8DyKWZy5wTsrenvzQxPtKQDkKczLgPVvbJZtr,76.028192,19.007048,0.000011785124,37
5HL8WrcCAcTu5TLxKb8vA7451u4z7GbvMGPzK2pqGRpyGyu8,43.151136,10.787784,0.000006688854,21
5FYn5RZGUMT8Y2excq2zhkmH7wQjT1nwqKMzt61hewU3D2gf,20.54816,5.13704,0.000003185168,10
5GEQmzyvVbgXBsWPfjQqRkF1xb51rFnb9XsJr6ZJMwhbtM5p,10.27408,2.56852,0.000001592584,5
5C8MAkg99zTYkaYGzqfnz4xeeKhkAcLqiD2R2K1A6xFExaUz,51.3704,12.8426,0.000007962921,25
5FJUdEosds18RpD8U1LS5qxQgaC8mes4EWfXcD4cZ9ZbJZoN,102.7408,25.6852,0.000015925843,50
5GxkAtu3v8RVMQ4V8C2xsQVPms46n9wLZC5HLdN86w9DVAiC,10.27408,2.56852,0.000001592584,5
5EvCpQoA2tMLQnResweWjjMNP5c7keK7JK9nTHNu3oktXM3x,10.27408,2.56852,0.000001592584,5
5CXQYAXs8fxVAK896t2DcfykyDodzFmPcRmWwyYFXJoxVSZ8,22.602976,5.650744,0.000003503685,11
5H15Ze2nvDMf9vyLB2bjgTi9XmhwNpEAb6iwwGPnSu5zsCMf,41.09632,10.27408,0.000006370337,20
5D7Dg5kZD869sdo6kKrHVesJcRwAPj22KWBttnsX2vKpoxkw,20.54816,5.13704,0.000003185168,10
5EvgFpsafwbQoffyjTJ65r9hTwAb3ndKNz6HfsbdSLsioKCV,71.91856,17.97964,0.00001114809,35
5E4x7DgUb18JH9bzQzgiyY3SkprUvPP64J2c5TaKGaNwUgYY,20.54816,5.13704,0.000003185168,10
5GHCT1cpnR6tKMp4Hqbs7ZkSXqKifjX4C9TGEfDsHLuHS5pS,92.46672,23.11668,0.000014333258,45
5Gs8TWbps2GKAmmDEWPpUG6WTG7CRwuA4dRCJrjSk4PbuAes,205.4816,51.3704,0.000031851686,100
5H6weA2qqTjUXjL5REckVs3XdkA4naCQAZw726WoZ8ZMMjLd,41.09632,10.27408,0.000006370337,20
5HBM5k9pvzcLHMg34go1drRtRNbNivGqSxz1Digp92YFBpMR,151.028976,37.757244,0.000023410989,73.5
5DSKDzsVGFWpKfkYUZuytEuu3CzDAPoxw9X9v7d5a3WMRRBC,10.27408,2.56852,0.000001592584,5
5H6ssVKrwJmTGXdK7hWTaNN7eWrNCQHy7nPARRCre97xNgza,188.2211456,47.0552864,0.000029176144,91.6
5GBVHUdvPoASKHkn3S55tZa8T3D9WfAvnRkvteg8GLiXdeLT,20.54816,5.13704,0.000003185168,10
5H9FSG4GVCbM7xBTGxzLZ4Efniq3ALWUinJGQn6fAKGrd3dT,102.7408,25.6852,0.000015925843,50
5DiLeWgFDFu2xZXikNJ9BuWRaenYGAdgcwBXiudHRFJDpT8v,10.27408,2.56852,0.000001592584,5
5F6QPQwwHsnb1Mv9CtMWWKB4H7HB29FoVujtbsP3S8kMSsGU,102.7408,25.6852,0.000015925843,50
5GxnTH6K8xMHQxCFJFMM1BqHXnofj7GD85HQfggBgcM6KNtV,55.480032,13.870008,0.000008599955,27
5CzP7sUKbgH1mfKrvVWtVBqo7xWRxKSaNuhsTVkSE7NYcwxG,20.54816,5.13704,0.000003185168,10
5FHV3Zu3Z6o6YQWn5BTS7yLjVzArg11rLoZA5oXmQg9SLj5n,2054.816,513.704,0.000318516865,1000
5Gq9uvofSg4TK3Je19QApEeLT5wyd35TovkaNtDL3n8Fep8i,10.27408,2.56852,0.000001592584,5
5FWgctajXQTcfuUXgvimv1ihee67PRL6tQdU8o51w8wN5wyg,205.4816,51.3704,0.000031851686,100
5HanidcTfsa4kZn9p6PZjGk5SpNVx6wADvxpK8nbPyJzrDdo,10.27408,2.56852,0.000001592584,5
5DaQbnwigowREtS8sBgY5hTLjVucXyJ5HVCkTV27yr6QD99a,205.4816,51.3704,0.000031851686,100
5G7BoS9WoxJRKADPFtpLw2dLy88ZMdJ7gDvDFh4kL3fdo8MA,10.787784,2.696946,0.000001672213,5.25
5CagHV78cZqEpxrdh5M87yZohJta6KJWrudAFC895Riw5uSX,51.3704,12.8426,0.000007962921,25
5DUtSJoMVePhhVyNKWv9SzijxdX9paUQbw4ADboREkRyKbm2,51.3704,12.8426,0.000007962921,25
5FZRzeYvSYti7CYzkh2BuWgwvmK3r7ouxwqApPNCCMy7uaQF,41.09632,10.27408,0.000006370337,20
5EZkPFz55s8S1yM2i94xjftCW973J8A6ET4nJw6qg5PCR7rh,2054.816,513.704,0.000318516865,1000
5CUWTUoCA6WpwqVt2QknNfPLSeYF2WdWAXW9AweAu4YuEp1y,1232.8896,308.2224,0.000191110119,600
5F9oZpuGp9yQdNK49SbDqEAjrPtmrdgg5ZyJBpTG5bUg2MXo,71.91856,17.97964,0.00001114809,35
5DD4YwLvPBeC4vCeDHcEH1zKKwbu1CqBBfC3wa5QRRiknUq6,20.54816,5.13704,0.000003185168,10
5FsaikyADyswKCTmgFzkfEVkRhJRBL8cEvmSxr9EwHKgWVm4,102.7408,25.6852,0.000015925843,50
5EcpomSpZteEQZQizoXRbAwS5yycEBz49M87HtbatGWRYpcr,11.301488,2.825372,0.000001751842,5.5
5CXtxGdCEN2NdBLs2dWbYe24fUmKSGipr4oXUZhoXXpMMd5M,20.54816,5.13704,0.000003185168,10
5DFC693n8ZWgA87ffeSkAmQnxGHDnTnq3n1zYGbNePyy7qw2,16.438528,4.109632,0.000002548134,8
5EoJsToJ2z4GrTwH89vfJ8K5BCb13CRuCFSYjWEsda4Y5jsm,143.83712,35.95928,0.00002229618,70
5CVBtip1PeciNB1XMnZg1MEBGwZHVYE1WP78uRbmGnXsnAz6,10.27408,2.56852,0.000001592584,5
5GTKoACJtZQsT6ZY81sAAnzirYuixiKb3y9wXTDRrD6tKW5G,41.09632,10.27408,0.000006370337,20
5D2ArpWc9vPsQXun72KrG9VARo3uiApWFpMDEGqmGESpZzjy,214.9337536,53.7334384,0.000033316864,104.6
5FvLEPVS1tQxgqqTHSkZ1hMF7H5KWDpqmLPoyFvTiNdAnqiV,39.041504,9.760376,0.00000605182,19
5Hj5xdmpatuPCZMe7KjEWxv7bn1sQRS76LtLs6GXJ3SCRvyD,10.27408,2.56852,0.000001592584,5
5HYS7uuKooeXoJkSRRQQb2sEVy6rbkskHjnDWREHs7Wnoxut,41.09632,10.27408,0.000006370337,20
5FUCdJWasQ6L2jQkVjHb1ZnCSuvDA7Hd1HqnmyB3CSPJa4sw,10.27408,2.56852,0.000001592584,5
5E7aZHU33Hog3BzX6Cmf6B6gZUQb3r8Uj53qAfUXd3fZVUUa,41.09632,10.27408,0.000006370337,20
5FkPDDrz8gRoJacdfWUX4YkmKtQjZ5QzkSdhDy7x4i7jPsaP,205.4816,51.3704,0.000031851686,100
5H3fAbegGXBhmqqJQPfZpZnvteGDKgivKTAX7C51ih25cCxj,49.315584,12.328896,0.000007644404,24
5D211ezAPKHFhkm7ur3cc3j5YXosstEsmUT756fD1EMr3s4h,61.64448,15.41112,0.000009555505,30
5GEgzPuo8vihNLSEycXPNnuh88U4iJQ5argGVfAMGYGnikKZ,20.54816,5.13704,0.000003185168,10
5HNX7bniRnL1LSb9rHiBpfKn3pPd7n3EfceV52p236nfK1st,10.27408,2.56852,0.000001592584,5
5Gmy15fgso6YZpNGTLzg4XAfqFvVEwbieWG4ZzjfscJfWD8A,205.4816,51.3704,0.000031851686,100
5FbiEM1Ekk9RGPhKrhNDL4A4B1yGYZHgs4u1kbG788Kkz8Yr,41.09632,10.27408,0.000006370337,20
5CSkSk5eGbk9fuAttnrhGAMgreBPnctbd8RfcGsBNa9HqdAD,20.54816,5.13704,0.000003185168,10
5EXYVarj6VXtx9oELj7ojN8BnyEeZheDEQUP85LfVpXxP2mC,10.27408,2.56852,0.000001592584,5
5CDgSpVQzb1fiYMgMmtQnZfEYjctUvLg6KrjkDdWrNb6YFYa,20.54816,5.13704,0.000003185168,10
5Gb9s34tqY8NASMUP7NubURuGyuTpxgkEtuspFYPBcHVN3fW,10.498789702023,2.624697425505,0.000001627416,5.1093575785
5Ea2qP2j9oHHDU5p95sehTdP5NLGzv4WZM2qVATEFNjue4Gw,20.54816,5.13704,0.000003185168,10
5FnpCUygB1Cag4Ra1Uky3Z3p6gcW8Xao9bK4XLY4AZGv41LJ,10.27408,2.56852,0.000001592584,5
5CSbZKqb53VBoFodZkYcn5wzbtxb9tCBdq8BJiLArt4HBPc9,30.82224,7.70556,0.000004777752,15
5FnJRN5gJDeDkQbNazGqjTQKFYdQJ1JiQzBLzeymCDJJrKqh,10.27408,2.56852,0.000001592584,5
5EhTGa8KivukpVHbUHLGbJHq6drgq3DNnHZ4hTi6uXC67Eib,61.64448,15.41112,0.000009555505,30
5DiHSLpizTioXj5N35CG9J4PhCbgctt1rv6siBgrRphV2vSR,127.398592,31.849648,0.000019748045,62
5EezryDvyQLCaB3tWZeWGMqVQao4HVrJMMxDkrCkox2wiJWB,20.54816,5.13704,0.000003185168,10
5FjSLjmXtxUxqBoWdvmqmwa143jjhjQvRRros81ZDEP9uPrS,20.54816,5.13704,0.000003185168,10
5FnzTfHtjwvdm1GK4Npz4yhiMUJjjaDUgotTYQi1VyCEy2ay,410.9632,102.7408,0.000063703373,200
5H1QvKq1yGgNGPVLvSnrr5Y6shZPuryBxx5LUYeuVZRnA4K9,41.09632,10.27408,0.000006370337,20
5CrFaopCv9LNHjAsvXNDyJkVjqGZ2Yuo46zEBjDW5YdffyJ5,410.9632,102.7408,0.000063703373,200
5FZZMzCjyCb8ZtquGZwHyH8T21PCAQKv9nejhcFbPck7UZT8,21.1646048,5.2911512,0.000003280723,10.3
5HTmyAqKjrfqMQFTyYof6p946jEgGCvUmtEeNifnmxkFwUKd,63.699296,15.924824,0.000009874022,31
5GRGBq993EfzFNvXSDC4mTbrzgX5iceKR2epvNHd3CZH87qL,115.2983970208,28.8245992552,0.000017872395,56.1113
5FnzpUinwB2d84Ho7auQTp2Tj9dggMFEvgTu2zkxTcv54Jer,20.54816,5.13704,0.000003185168,10
5GeExdKMHeugEwtDz2d8QKp2eSAaf1HfEaVdRt4nw2t4UFDt,28.767424,7.191856,0.000004459236,14
5CQFHeG1Wd7QUiiiJzXVBbvuiLXjQMzh9wXD1Spdj23QrdpH,61.64448,15.41112,0.000009555505,30
5DS3BNHwFs11qHLouUq3tnd2unBPtg8zC1UTQ9r3anmSX1iB,51.3704,12.8426,0.000007962921,25
5DyqeASSBpw9bjfreL1RZC5wCP9J5mho2Nvfio4CEk9i1r9C,20.54816,5.13704,0.000003185168,10
5G6yRzKsshH9EqeYvF4FfWr63tRWwfZEZ2jop4NmqjPYAuHF,10.27408,2.56852,0.000001592584,5
5G1V2W1zRnNbLiei19X39stnysznXKxM6tzwmJCxv26bGwbR,17.465936,4.366484,0.000002707393,8.5
5CJXzL7TkvZX49PesZBCUGiCTT18Rdn6tbCRDZCybPQFCSp1,10.27408,2.56852,0.000001592584,5
5HEGXCd3PqyW24cXxhKKRy7fuBUa32QU4UmXrzSsGsY5VkDS,15.41112,3.85278,0.000002388876,7.5
5ERucAkSVeK7TM4GSmnQ77bvpPozDSndgoJsvwM1UCdUxPaa,30.82224,7.70556,0.000004777752,15
5G6AYXY3SCYGW8nQ6xtrVdRgL9psofe9KyAh9Z61Tj2cLimM,20.58925632,5.14731408,0.000003191538,10.02
5D7EjSNZe3iKCxKCKVQfqWXbt8GjWXqBvRR9Eb8zevqcDH2Z,237.331248,59.332812,0.000036788697,115.5
5GMsjgDXv4aubM8hr7h9RA9iCQzSCgTDpdcy2XSDRdid51Ub,10.27408,2.56852,0.000001592584,5
5FguUUPPe2iAqyYm6XqNKqMKwipTcnANXVN3xza8ovQHMn6a,20.54816,5.13704,0.000003185168,10
5CqKuza7Tnx3X6UAkTvqEaY6ZqvUoLDXcBhZkHcez8k2A8o1,10.27408,2.56852,0.000001592584,5
5ECuMUFqV85V5w2fuUYZe4qYGzKdB9odhDF9mhqgf1XPr8Mj,154.1112,38.5278,0.000023888764,75
5EU3Kc5tQ7mehpF1BTtk5N9dofkD9EMKvBrKb6Pg9rV9BycU,207.536416,51.884104,0.000032170203,101
5CHvBnNXx2TaZai2JNf7rDN5MnB7bYZoUL6kAA58A5aKQ4ir,30.6167584,7.6541896,0.000004745901,14.9
5HdcdH5SSJaBui8bgsZG5WPGjyvVHYUj7bwnuujeANWZf4kx,73.973376,18.493344,0.000011466607,36
5FnBNQt83yrpqC3nQVE47DKGWJKaPB8mX5PQCdjE2w9ehPsK,20.54816,5.13704,0.000003185168,10
5D5Tbm5pdcAs53mzFU2Uim9LHkuN2QBxhCCC2w9zV7MVBfWE,410.9632,102.7408,0.000063703373,200
5DAexXeyYbtedEK1fpgEDrMxwEFTzeUT9ZpxqFh4jH1AhuZw,20.54816,5.13704,0.000003185168,10
5D7xp7XxJaJiaKQmVdhdFJSaJBksVQ2xouVJNNhJ461kgSwD,18.493344,4.623336,0.000002866651,9
5HQYwQN6ZKrRvs17mzwrz1VRFmVaZG9RgtHZCGq2UznY8Rso,41.09632,10.27408,0.000006370337,20
5Gq85oqAZHVXmD7K2K4rYh1mHB46WFPyPMZyU4oUqrjGAP7y,17.465936,4.366484,0.000002707393,8.5
5CXPZBmQ5fLsZx9ugJnvJ5spetoshCXVwvLQxNj34ucCJt8X,36.6784656,9.1696164,0.000005685526,17.85
