Account,Total Pdex rewards,Initial Claimable rewards,Factor,DOT Contributed
5FCUekDwaxA6GUKL8wWVJzjNNJwchyyBW2H7FuFRoREv5imx,20.54816,5.13704,0.000003185168,10
5DUKQwyovNhiy14RzswmK5jStuoke9rzjJtK9mEiaQEAfnLN,10.27408,2.56852,0.000001592584,5
5CcpWbdcPzi6mFHc89xeBhUfP44g2ewp4cEvw6eEvJADgMzR,123.28896,30.82224,0.000019111011,60
5CD9wrLo1fTzE76NEFoD1CzC9j5TcrnTag956cArEuq36UG2,10.27408,2.56852,0.000001592584,5
5GU74iWZns6RC2pGgNejufeXD67AYCaEpBf3dGTD2UWqbnJY,10.27408,2.56852,0.000001592584,5
5D7cqf8Y25XTrEcf75cpMm7z8yjvU6ukQWa1LbED7CTLx36d,41.09632,10.27408,0.000006370337,20
5EechNQTzekjH3x4z9RbRW3KWyn7xessuUgx1dkMs2AAEk3C,567.129216,141.782304,0.000087910654,276
5FxWiuEsjqS1RzEdZcWe66g7LnKC8BaRcE92FNb5vQYXQE2B,20.54816,5.13704,0.000003185168,10
5G6jHfErGQWV2ATQx5Hs5XDhNBo5xSJhmEy5jxHU6Nyy3pLb,102.7408,25.6852,0.000015925843,50
5E2bNufdU8qsq9MrFYhpjqgjaMSGcdZLDxE2PMM47L3V88hB,61.64448,15.41112,0.000009555505,30
5GjAxuHooT9cwWJWqjecSBZnWLRMUPR9hNqP41nUNgyHPr7G,20.54816,5.13704,0.000003185168,10
5Cg3PVt9WPCWSn1Wrpfw6Vxj8iNStz1sGj72oDDfiEvKKQV3,16.438528,4.109632,0.000002548134,8
5CCnuxN2HrPSgi7eHozPwyLgGWZJRCs8LQSC7z9jYyzNMcU4,10.27408,2.56852,0.000001592584,5
5HYikYQBh5RZQ2n1gv1fczxxkNTK2sE3kzBar4oLowXV1kZf,20.54816,5.13704,0.000003185168,10
5Epthzwuqs7JyN15UV3t1FxKVaoxe7y6BvmmN8kp7pWM7Y2X,20.54816,5.13704,0.000003185168,10
5FQpwR5qAeShSoz12bQHF9wWpJGhrU52jLWA29XnLcRepYqb,42.123728,10.530932,0.000006529595,20.5
5G9v9xbRznmcirQMyvZf1KJX8BHnuVkafC7N5B9yiUyKvUcm,20.54816,5.13704,0.000003185168,10
5FChF5yF3tP3J7XNiKtmEBKUfmJwKphizfFLoF5jTCMLLPWP,20.54816,5.13704,0.000003185168,10
5Ek7ZnpY9AAnpEt65N5GU2gthxy5Q6keXuGLBMSPpcddkGVS,10.27408,2.56852,0.000001592584,5
5GLPVUNaRTjZNHGAzRZErRcEz6nKFK6eV8nefjGyWsoPspDi,150.001568,37.500392,0.000023251731,73
5GEPXLUXHisBRYVWBbrfBYBj91BR6umWJZCW5FeT9cxEGiRN,20.54816,5.13704,0.000003185168,10
5FFYTp3Lar38GEyfSjw8afk4dH5FuHmFGL3Jg6YXPFtAgtnj,20.54816,5.13704,0.000003185168,10
5HiwDAhLNqevKfTQJ5ceJ9aBrYLC8sdVG6LxtRL4o2GRmgRv,205.4816,51.3704,0.000031851686,100
5DyHbBcRUWfR2EFybSdS1RXovu2MY9AVyvsMoZQegt4rQL3T,945.21536,236.30384,0.000146517757,460
5CFGktFNmAfD8wW3DDv5cTKwncysGLxnTe2bWPYNZkCrrjZ6,10.27408,2.56852,0.000001592584,5
5Da3q83fTs6pve38W59Vmt9nL4U4vX3kvQJYneSdAmGybptu,1027.408,256.852,0.000159258432,500
5HC4d4k2LmUiMnJxFqrVPZr6wR4iQLyRvuc9DV3rGujtDGbu,267.12608,66.78152,0.000041407192,130
5DZj9ji4ovbHPHWZb4VC94GiGGUwN58MdjP4iNozmM3dp81v,10.27408,2.56852,0.000001592584,5
5CRm9iraagRNqtu7AjbGNWacmApLEFUqQuygbTkkGNQrS6fD,20.54816,5.13704,0.000003185168,10
5Fj8Ym63kYyBRmerM99ZZtF8Jr6DFKnWLou5XHuVXt9omtoL,205.4816,51.3704,0.000031851686,100
5E229SdjAKCudXTPjQxQaN5ycP7z2tdZjeHFpmAfLesCSdo2,10.27408,2.56852,0.000001592584,5
5EZFM2F2nxzQXNDdPKfg3JxGjGa9i3phy9XGJ1tZK9DtcMKH,10.27408,2.56852,0.000001592584,5
5DaSDxVUZM45Yab2F1iYC1pD1EhZeJ8RSAxSCSCRm71w46MA,102.7408,25.6852,0.000015925843,50
5FjSTCXnHCVP8Hg86HpCkhmSVMWKLvi7zPVWe9fC9XkzZsny,10.27408,2.56852,0.000001592584,5
5Dc7xqST7sASEnCQKBKWdZyppsaXJ1an46GmtgqHsiSHKZYe,10.27408,2.56852,0.000001592584,5
5G23tbQ96ooUe2TH58iK6U6eaNFmTGmdzDExTPv2jb1LmHWT,719.1856,179.7964,0.000111480902,350
5E5NbCk2i8Q1txzyte1RRC9seryv7TaHB1RPutmNChLDMsNj,205.4816,51.3704,0.000031851686,100
5HHKm57cxbcQpYFDgxAN3jMpETAqz9u4fdCsQH8eArog571D,41.09632,10.27408,0.000006370337,20
5FupstWVGZY1fXicjU5Ajt1ovFzSCDpwn1ftqMMWau5rgWte,10.27408,2.56852,0.000001592584,5
5GNznVBPD8HMybviidYtmZYRcrK3Dx1wACPEoWgXpXw43RJW,12.5343776,3.1335944,0.000001942952,6.1
5Dhp3yjS4cMb358oTDaxz8bV1kdhq12vYKbJagQM9tGQ1Wvq,565.2798816,141.3199704,0.000087623989,275.1
5DXYFsiG6uS6bZsAmzdHiMkL9rz4YHkMtMh77tHccKc4qVC6,20.58925632,5.14731408,0.000003191538,10.02
5GgsvnJsVFPgDY3owgT4W1vWbNKPiLTzzsGbUCNW8U8pxAMk,205.4816,51.3704,0.000031851686,100
5D7YX2mPmR42tcSoddnKGMaedhLettaW26cid5ydedqxEihL,30.82224,7.70556,0.000004777752,15
5GEZQC3WyRhz5i9ndcJJPrNxJHFmwXuujbA1rwuQcc5NAivn,1037.68208,259.42052,0.000160851016,505
5F4QKZ6zH6PSq949DFxXUVTPQxFY4KoikQP8ddL5wdUnJ2ai,143.83712,35.95928,0.00002229618,70
5F26XsBWNaTXvcwh1pGqyimgymPtz7q7U6ujex6sKBny2QiM,10.27408,2.56852,0.000001592584,5
5CtPCPD3KCAbXXz8YjJbJi3zENKnHyzMtAc3BSsXchkMf9iC,10.27408,2.56852,0.000001592584,5
5H4Jvbxq4vpVBnbCdHoxWZag29MYPQz1r11mzpLJyxz4As9c,10.27408,2.56852,0.000001592584,5
5FW6qBaHrD327EmfAsjzPtUCmt8SBf4XkumctdWo4VFhf5Qo,16.438528,4.109632,0.000002548134,8
5Gsb1pzXWj5ryzBdPQ9TDnV6FVXZaixe2kaYoTNpRnMHb2bY,51.3704,12.8426,0.000007962921,25
5CXtiPYAeYS3KMCaycRnja74um3cdB6He2vKxRbgieHi4XLS,22.602976,5.650744,0.000003503685,11
5HpkzECoQPWYRKP8H5os4sYPQ6DSBKxUzy8xXubkhZhvFwZ2,102.7408,25.6852,0.000015925843,50
5Dz26VcutdRmXqKCeM5wNRTMr69xiXDbHVAN5s2KpdsyMFUs,29.3838688,7.3459672,0.000004554791,14.3
5Cvtk1zE8vNbaVaCcReyvhzkhpFzP72NsHCYBW2jSN5z73FE,205.4816,51.3704,0.000031851686,100
5EoMYikvohsHmAbZBUb92ercybBbzKtXPyjpZS9bCRiSgPkr,30.82224,7.70556,0.000004777752,15
5DLjhhsJdfaaar2FQnNnRirpsHyJ3AN8HpxKncqprGZTkFNb,63.699296,15.924824,0.000009874022,31
5GHAzCLHkhrbUu4a4cYbPg8qKJfBby2g9RyWAn3HaNMyj4TT,272.26312,68.06578,0.000042203484,132.5
5E5HnQ8724uSbVnBHfp7wZGSt55fu6TgLWecipVPBPKaGpVv,206.94051936,51.73512984,0.000032077833,100.71000000000001
5GEUWDAE35yQDdgKBVVgiTznNqu22wPx1PTStayfquq23ysw,2054.816,513.704,0.000318516865,1000
5GxtCPGXpkL8wEV3wcv94XkYHUMjZpTfaL8L4wnE7nviuMQ9,20.54816,5.13704,0.000003185168,10
5EeFUYEW3vsKxS8UdZYaHTxUBGtmVJhEtXTJfnsvcm3k4gnS,40.76754944,10.19188736,0.000006319374,19.84
5GxDqxdd1WvZBbh8kTciCy4GWFcQA5BWVGjfbwKxPdF9Q6mU,1621.249824,405.312456,0.000251309806,789
5DAFvE9ppGnfkrLR3edpBoz9D5dVs4SDs7iPHuinAevFdw7W,323.63352,80.90838,0.000050166406,157.5
5C8QiZyYqT9JfYyicn7ZMxuoWmhbQgaiu5PFvos9zAhGPXUJ,211.646048,52.911512,0.000032807237,103
5F42KmVq2QrpG4aKiLC9SE2iJrKFbXFmoAyU8WagEJWMprJY,41.09632,10.27408,0.000006370337,20
5HTGtXBuM71n99rvbH1zk61UnEwqCJtaZVJABFM3mdCoJFva,349.31872,87.32968,0.000054147867,170
5CtXfbBJfPqTfmJEBVyFVUZdGKNziZjkqqZa17Bv3P2XyMqe,219.865312,54.966328,0.000034081304,107
5FZoYehHA4W93Hi1hnmmjH3nBX242jq49T8Jz9Keqcx26ZWK,63.699296,15.924824,0.000009874022,31
5DwVqgfwPbWN5M6WJKVFSz2FedasgEShg9VFLtGqZwf3cpyM,462.3336,115.5834,0.000071666294,225
5Ec1Z3CiERZCUfH3hGctRDuQHn9iGKYdtJJMs5nZk41p6ery,375.2094016,93.8023504,0.000058161179,182.6
5CX9Rq7efPzpPvt1E2JwjE9z3iBnC5wv5CVccNn2SjuE4doq,18.493344,4.623336,0.000002866651,9
5CyERbnMEJCUcSm4GivfCuZ74A6rcNqKBjqR46iTxVcvfBeQ,205.4816,51.3704,0.000031851686,100
5HdtAZk7VdRAew1PcFrkWZotgciZHXurDFoLSgETi2JLjvTu,20.54816,5.13704,0.000003185168,10
5D4xLDPmcCxM9PTQ8qUVKMbGeKopgMiqA3SdFg8YmNrMBeQp,30.82224,7.70556,0.000004777752,15
5G4HBZQgqqxbevxw2RAz4SF8xPKKH1RXbPyN4CW5qe4PyZ2i,10.27408,2.56852,0.000001592584,5
5FEdM68k1YuGLgY32r3YUmYiyeMPYL2Dw7kKqk8WSz41iHSf,10.27408,2.56852,0.000001592584,5
5Gq5NqXwLiPkWt2mdmrXsVeLSGWgy2VT522cnJsorAXC7Aed,14.383712,3.595928,0.000002229618,7
5GxegDUXTx7TvNBsnUiwU2nLbARt9gwZ1x6vxMT6JJVbt1gZ,10.27408,2.56852,0.000001592584,5
5DUdb31WFo6DkLEJFfmUV1NqvvKVaEiDjeGYEWe8GrME5mUA,51.3704,12.8426,0.000007962921,25
5HYzkfxUgDNubjTvJMJmEPmWyDJqxAYSUqpX2pv7zqW37oGq,24.657792,6.164448,0.000003822202,12
5CJLovWNetjRNuzQrxW39dj7PPqp3oUeqZSv9JfxUp6XByur,205.4816,51.3704,0.000031851686,100
5DyiBL19C9XK7iqYppc8WwV9G7GyrSiD3BGvCpdcqodm3p7L,30.82224,7.70556,0.000004777752,15
5G4dXsLmorkrbZzEwfPGRzEysbwrve2YnzhEvkXtyQNxJb2m,205.4816,51.3704,0.000031851686,100
5CBBWU9dBbSAJ5pdT4xETCdRj6JfAFb2FTVwDqvnnu5m2ARH,19.520752,4.880188,0.00000302591,9.5
5FnxWWmiHN1xQC2SC4JiQnmwcGYGKC52VkeSqhpmKm5wB6vc,10.27408,2.56852,0.000001592584,5
5DNpvbjV83tXVUeuNpcRhQRWj1pt2AXYggcSQNt9NJwuY8K9,20.54816,5.13704,0.000003185168,10
5ERMoN8fF7FoGzPoker9qVWs5usAMpnAFadBZVfD4qZU4YRB,102.7408,25.6852,0.000015925843,50
5E9zA1ddyYLi8tKu4EP1wLoaGrpwbBe5qGHCz9FwdpXveXdK,49.315584,12.328896,0.000007644404,24
5GsbZoPVxsV61KGhSNCV9aiGG9qLfjvdSDyFKpLPRcuHrwgF,10.27408,2.56852,0.000001592584,5
5DSXB8eCiC9w5Qg4MLpgu5noN4QPCP9meB8K5n8g8Nq7svY4,20.54816,5.13704,0.000003185168,10
5ExwigQ1FTGUpQwQbkJVQCupVVGf879sg6MXeiATJJSSp1cD,308.2224,77.0556,0.000047777529,150
5GE6ZgZfxxZQLdrzgGRLqsG2F9wWbmcHCPSD5PFNjkgeKCSv,10.27408,2.56852,0.000001592584,5
5E7wyocy3r2upYcTAgi1v6uzZjVvXj3ZzzLxPxkHcwRn2B8b,19.520752,4.880188,0.00000302591,9.5
5GZCiMZRzmyPUMaiLNCwuV5zUzC2E3p93V3ZKed6DCZVZZ9u,45.205952,11.301488,0.000007007371,22
5GZd2hxXdLcXMsksLkconybqTtppqeChqzXzHGfrTWJaF6St,61.64448,15.41112,0.000009555505,30
5Cqax8zGFm5yjDR3gD7PssY9VxRgqcAv715hVVLAJAsaWkyX,2071.254528,517.813632,0.000321065,1008
5DRpQX7dgxwqMM6RnxGzLBhJdHPVeaN3fSfbpUzySFdmoCBi,10.27408,2.56852,0.000001592584,5
5EpqF64qzFAKeub7UCyN8e2bA6RBCoKeQQSTvtzchLeWw7HX,172.604544,43.151136,0.000026755416,84
5Fmpn36ZnEU91aJqRxUpnNfvAiSJzgx3Z3G8JEfut2WD936h,10.27408,2.56852,0.000001592584,5
5DRgxD2rccd8XuKJcpXcGhdChfUp3LEYmja82tj8wArU6kah,20.54816,5.13704,0.000003185168,10
5Exp1W3AranRMXFfEoydQvGV4SWefZQSR3jdPuAVf5bEUCNR,51.3704,12.8426,0.000007962921,25
5F6kyTE3ZW4AVYBQFBjvSGq4rdEsDK3Ysr9f5KG5bBAz79Wu,10.27408,2.56852,0.000001592584,5
5H74iCvu62CX4Tmb6JrfYXcf3GRFm2hezooYzw6kb8Bq72jQ,51.3704,12.8426,0.000007962921,25
5EhqVsUvJrcxnsuNPqgHY65B6JhkXoxy3aNxQT1CZ54ZamJG,19.520752,4.880188,0.00000302591,9.5
5DvfgtvZYpjyuNDeJr8fP2mF7HstciCETMp8GRJTkKRjLWBf,10.27408,2.56852,0.000001592584,5
5FZemrPPCbPuKmCfj4ypoMwngepjq4FXjHTTBQnZStxJaA7s,16.438528,4.109632,0.000002548134,8
5HQR3HJwnsb9aunp7iRbg6Dp1fe8hbmVbsyyHgGu25m7TXUY,20.54816,5.13704,0.000003185168,10
5FLimxm9tnXZBNFMmnD9M4yN6krnMDjxgNencNtoGMkhfM8G,10.27408,2.56852,0.000001592584,5
5EABdWWwpSWVZx4sNgRMYUYh7zANy6Zt4eEjJUYCczo4zWtN,10.27408,2.56852,0.000001592584,5
5G4YznAzNoTrNPUQsgfojvVswM4j2M1waRxFaETP3ns7wAiY,12.328896,3.082224,0.000001911101,6
5HCEGuVm4U8kXfbaRTBEyyreWA1LyV4R5TFeqLxkhjU3CZKg,20.54816,5.13704,0.000003185168,10
5GP4Q4DG5sqTLD78KKqtxcuFvE1Xr7oTLVJbdzEo7i4oofnu,10.27408,2.56852,0.000001592584,5
5HSumWoUxMM1gfL57g4irDM7jKidHwbuCB4ZHYiMbPyCSZFy,16.438528,4.109632,0.000002548134,8
5GGm8FkBKwHdcUmzUb6qukKeNL7qhxhsLgiw1ay8KUfkhSGx,10.27408,2.56852,0.000001592584,5
5FHiVbk4usgFCHUbexj42fcQ5wi47mpSuT7Vtyr74mimUxrr,205.4816,51.3704,0.000031851686,100
5CGGEHDPYuQonkjZU5Nqb4rfLbo1XeqSWTgEJM2XgS1Ukrxj,10.4795616,2.6198904,0.000001624436,5.1
5FWXQqUmTaQwVGcJsjcAEoHQjo63GiiYuKZ4EpTy9ZXXuQAo,10.27408,2.56852,0.000001592584,5
5EHu22DAYPpY12EB4nQAv5zRwwSZNjmsVQgiGssnqD8PU719,10.27408,2.56852,0.000001592584,5
5CD929Jg9ytpK36NnJ1rcuJaWRQ5541yzLGzPyUzXVEvuZ3r,12.328896,3.082224,0.000001911101,6
5GZWcgspqH64wfYSKpWapFUkrqiaEaMBju8YrBjrqKfBmKj3,10.27408,2.56852,0.000001592584,5
5FQz7aScH7BdkHfZsKTXhgAhvuCyuXbv72Riswnt64HME1Y4,22.33584992,5.58396248,0.000003462278,10.87
5F9eeMCmTSST2UWR9xwURjFxh1RfFLdMbNJzdez4YqBTjz6C,20.54816,5.13704,0.000003185168,10
5ES1dFiEw5xjuxHsK5AxsYd4EmedAYUGn59FkRRQXsQ9kvSC,10.27408,2.56852,0.000001592584,5
5FNfaLZMJrcYCS62X1dDiuiofGJhHZ496wJxUTMjUHKfTC8v,256.852,64.213,0.000039814608,125
5FvS1rJQ4h4b9rnm4bVD9qEqjdtBDHmQyFQSqKv1wBhFunDz,20.54816,5.13704,0.000003185168,10
5FhF3ofPaJYGmHNT4a3mRHDwEG2gUc69qiT7AjSCkd7XeuMY,10.27408,2.56852,0.000001592584,5
5FeVYLQ2PGjx2nt3CLiVbcDnisf5FgQQvVA9CPm8D5aCvaoG,513.704,128.426,0.000079629216,250
5FuyCBKu2SbDVJkN2kAANVnqBnWe9vGTexvSX7PZXHj5pKJf,14.383712,3.595928,0.000002229618,7
5Fsw5ZiDpKiPXVwNTEQKvRe9v6WLYRZ8iZ3jPDBjtbjjmk3F,267.12608,66.78152,0.000041407192,130
5DkrzCD2t9arU55RjgubB8RCYaw7teb1bs1AV1jKeAxvDtZ6,57.534848,14.383712,0.000008918472,28
5H9GtL2gAk1kQghygede3WdoHAXXenNMegCN3s9MAzTtXuSa,57.495970878197,14.373992719549,0.000008912445,27.9810799985
5G6es3fCeiuH7TEuDZebH4pdQNMPbLzW8wiCyNJ3LQebvdjm,10.27408,2.56852,0.000001592584,5
5CceCQyH7QjEaFbb74ixCnShTNE43ZAdkdVdEAdyidUKN2rb,10.27408,2.56852,0.000001592584,5
5Fy34Uoi4SoEvN2JR9NBUHzfBKg97XKfkSd9da8aeZKuk8Mr,82.19264,20.54816,0.000012740674,40
5C4o4hv58mSJfkoNqeaLRdJ3VGTp7dxVe7LAuRfbWCJKkMPL,10.2857924512,2.5714481128,0.000001594399,5.0057
5HQDuiLWoUWcu95C6Ln48zvfxzpUijw3JyvJiZTLdJ9n7Hir,61.64448,15.41112,0.000009555505,30
5GzgbqsDZ4bS2nq6GGHDA9MXDW65Z9incuedWfzszWppVSig,205.4816,51.3704,0.000031851686,100
5DoHFUFQk7qwGgBCFCuvy5hd49DZhHZVdaTHD73Uqg7DmMuC,20.54816,5.13704,0.000003185168,10
5HKnPYJcNjniM8rQEdBBE5hpNkUZL6yiXVyX7GDXvmYFsxm7,10.27408,2.56852,0.000001592584,5
5FptvM3g1FhA9daNdnpPhkYidLPCnUysa3AMwRpiXAvACeuB,41.09632,10.27408,0.000006370337,20
5FeZ9PK5t6PABDpwiYKF4QBAcyPFTD5hGGYztpkEyEJXerXn,20.54816,5.13704,0.000003185168,10
5GR2nZRuRs6R6eMNcbLxmf5SMhosgV2WHM2PUYEUPCXisFHo,20.54816,5.13704,0.000003185168,10
5CXRgz6ZYdwfAvnp1nnB2iEqC85v24uoVrdbqh2j5o3E4CeG,78.083008,19.520752,0.00001210364,38
5EZSqncZN2WeCG1YfSYyUAMZrpphEGqu9T3YN7msdthmRwWK,102.7408,25.6852,0.000015925843,50
5GuspGcgMMt4yDXDnHBi21vE95H6qxRXetc1QzskvD3wva4w,205.4816,51.3704,0.000031851686,100
5HL9RyMynXSin42YkqQuUAed4KJDtSi9Cmqff378ZRexqfvi,41.09632,10.27408,0.000006370337,20
5HW87xMJR189HAGuWfdUSLKvsDwCf9TtJd4aQ23S1mB89zhY,20.54816,5.13704,0.000003185168,10
5EqDFiStbrnAfuwKQ5BEtHHxxZNXqsGdu1pPXBhL9rPwaLKj,1142.477696,285.619424,0.000177095376,556
5FnZZu7LnkRwm5EtL3HvsueVp1L91apt1LsUHKxRYGLEtzxA,521.923264,130.480816,0.000080903283,254
5HQa1rZpbsjvpCGFV4ynw6MPnd11px7g8SoSkXKoH2Mkhykm,20.54816,5.13704,0.000003185168,10
5D8Kbzunviq2sv9BBxAxVfWeVJwNJDDJuB2UMW7iUvbyWYtk,205.4816,51.3704,0.000031851686,100
5E27namXb1sjuYnb43Pt7aBa9uWW3LVm5pXJQQf3tQFkAGbi,102.7408,25.6852,0.000015925843,50
5EqSag9DESUhKYuXPCMgFxXLbiTmKMPj9Hchzcmr2Pzprua3,108.905248,27.226312,0.000016881393,53
5D82ToXgJmV7E7bJQGKrifrjFJRSuKcTg7kXBCZa3MEfqA5C,20.54816,5.13704,0.000003185168,10
5G6imR4x4pJPrqBGueB3nUX7QofREfYSswgid6q2wp7J6TCb,205.4816,51.3704,0.000031851686,100
5HQHgHjdsVrGXJi2jJ57TR6Hd9uZ4JRhh7SK9X7tS426osNz,20.54816,5.13704,0.000003185168,10
5DZQar2s3wbDKVomtnqQz7yWMo7zWuMgktd7P54QKsb5wqm3,182.878624,45.719656,0.000028348,89
5HmgxDrKNSbXQRK4gvNao74zVu3FC4wL86FBnuaWAQ4tvtQM,10.27408,2.56852,0.000001592584,5
5GdnMJB57TYSwdL2AvGJpeGWF1Favbpdb44VJQCj8rBtDP73,10.27408,2.56852,0.000001592584,5
5Ehm48bM9a5qvwcxrbHnRNvDfgF3jUCChM2H4wQ6sNKdk32K,10.27408,2.56852,0.000001592584,5
5Fdv4qvtTMhX1Z5AuqhKz6J88iVWHwVzdNG8tBPmAuS4FAzV,203.426784,50.856696,0.000031533169,99
5DqBJxXjMbmctaSPbiPksnv6RC6AAAh4dCfFfPZM43EE34mZ,20.54816,5.13704,0.000003185168,10
5FbiDc3rHg2P65huxUDevTY37oFhcVrr9KqXMpLhDS7Uh9Ax,410.9632,102.7408,0.000063703373,200
5CVhPTjvuqjLvye3pR1YJciKyrTdZKqj6fn2GkEGMnN1o6cc,205.4816,51.3704,0.000031851686,100
5GgyqUhBU2aHUzxAchGGxsDrNNM8xAWNrTCAwGs7xq73sWnY,12.328896,3.082224,0.000001911101,6
5FX5WWUyhAUDQk8MrUaM1yjGJRZCsLvfFkFXNcqFwGBw4mS3,30.82224,7.70556,0.000004777752,15
5CkZE28tnr226ebFpH6VthoAAvbA6zsm1QEpqou7M6NCwVxw,10.27408,2.56852,0.000001592584,5
5CwRro55h5cYFGQHqHxazCGVHMnrKXThVYptkku4JaBqfd4B,16.438528,4.109632,0.000002548134,8
5EJ92fuEdLBZvrXBZ9FSwBz8ZK9vGHgixdqRemG9xxzUAiqq,113.01488,28.25372,0.000017518427,55
5HbPrpEY6h7cv59CdS4QE5gznAEwHK88ZREtyBUmbovT2CQP,20.54816,5.13704,0.000003185168,10
5FvR6f8T9bJbD1Z1GS1HMZMFgaz5vH4o1HLWtGW3fseYJ6xX,84.247456,21.061864,0.000013059191,41
5FA8bnQkEakw1TgjDQ7xPfoarcfQoApyZnbnCBZXGsRbLiVf,226.02976,56.50744,0.000035036855,110
5FbZ3gednBJL6nizmjo7tEeTFwaaL4LAoBwujQnLa8wMyFUE,106.850432,26.712608,0.000016562876,52
5F1ff4q1darSStppW1rwgHbhn643uFfBPHTfvbyFuq8ET4aJ,14.383712,3.595928,0.000002229618,7
5F9G8pd8mMfKPsn9XeaRaQmxAdSdm3qCM5BLfikYZat9nW3v,41.09632,10.27408,0.000006370337,20
5FeSSwSiEcvcQsbHKL5ZWY26uZMEsPb7Wi4Gic6NF4PB5moa,102.7408,25.6852,0.000015925843,50
5CSCx22zR1tQAo2kHcy4yLTapmz5piuwoMrqYG28KEiLDrxW,10.27408,2.56852,0.000001592584,5
5DJQpqHTT5R6Y2pg8f4qjxTct9tW9V7SnSSQC5RfC4iRrmxM,441.78544,110.44636,0.000068481125,215
5FRAZgu6e8M9mqdBmuKMr2eN1VQWN8gaCkSVbPo6ZptBqK1M,410.9632,102.7408,0.000063703373,200
5CcXg981VD4eA1ngM4Vm1k6XoRFzXffT49e1AsasgyrvLXJc,10.27408,2.56852,0.000001592584,5
5HBYyewKtBAmdDAUAyP1C3GUSmMuuP9qNRtGBZsrN4CobFRN,20.54816,5.13704,0.000003185168,10
5ECYTjuE2C5RLzUh6FoHJbqhnva2RhABAEhygtmbyTi9wzHF,11.5069696,2.8767424,0.000001783694,5.6
5CZp9SSyujSVcrd5wJo48DibzzhFUMju5cXppiy9qDMX9NYJ,10.27408,2.56852,0.000001592584,5
5Gje5E8ea41S9syrJsx3dgCGcqvUHFDNMFWKnSrqSd32YGfu,413.018016,103.254504,0.000064021889,201
5DqxatBVrzUKTsJSWPhcue6D4U1a2btjqu1HC5yzhyNbRLV3,102.7408,25.6852,0.000015925843,50
5DJTwU4PuMapm5rQGtuQpSGi7xwo6xP7rTyPc4XWFB6brYH7,61.64448,15.41112,0.000009555505,30
5GehqLZUfg5EYEthhj2QTdhceM3cKBbaKXSeM2k4JJWmFve7,113.01488,28.25372,0.000017518427,55
5GeXET6LsuD3oA9pif5fLZpphVNGZrAm4De2AAaKNkGQZdrV,20.54816,5.13704,0.000003185168,10
5F9CwY9NeiK8SADeWesKoDA7yYeHFe8cAPa6kP8JmU5zNppW,41.3018016,10.3254504,0.000006402188,20.1
5CveSbaTYtbmHPKD3VJy48cUgVEQiTUQR2ebEW2CMNkHSLj9,103.9736896,25.9934224,0.000016116953,50.6
5HDtqefBA5ANuMuJVBb1HNPhpDBxTMjz3LQ9zyJttPQ4teSn,2054.816,513.704,0.000318516865,1000
5D4xewrtiWtHv79z9Zkk5Wpyz5UZmR8S18YQJ7cXTkuXqVTB,20.54816,5.13704,0.000003185168,10
5EvmxqirYBZuZcyDa6QNKYRJvU9X7Bkt8yLpqr7gmi4RgmBB,10.27408,2.56852,0.000001592584,5
5FZAoKZRx9qKheKi6h9B7kcgwZmahnL8atDvmJuJ85rSdBkq,41.09632,10.27408,0.000006370337,20
5H8j6XFxwdefS5hSc3c2fMEHTjKh5VCtnSUixgfRH6FvYqHX,41.09632,10.27408,0.000006370337,20
5EAXRXd2i5Y8Y2oU8U5sjQpbZ1vEFoDgfwPK7N2nQCZmgmpR,22.602976,5.650744,0.000003503685,11
5DaMDAT28FvJ15q3zcBRF8FcExdLJb92CNQvPxW9cQk7j1uy,154.1112,38.5278,0.000023888764,75
5Ge2z4KFKF7hna6F7AkcbEZHdt96Rg8zkFWYbdWXGX8a7zpH,10.27408,2.56852,0.000001592584,5
5EkLsE51Hy66znay46Aa18DtZe1KhrJQQQt3EwGV4sfwQG4i,20.54816,5.13704,0.000003185168,10
5FZsxuLcM87G1HkybXMYw6WeUnqWg8UkmtbbCRipiQhAtVWs,18.493344,4.623336,0.000002866651,9
5HMkVm8YWyzEfEJX77urffJ6TU22bZA4Nz7CEm9cQ5u4Gn2t,51.3704,12.8426,0.000007962921,25
5FHpWaz1gpy9xkcaNfxbNzB4ecpS2oXeUbciCiXmRNFKSZeW,51.3704,12.8426,0.000007962921,25
5CcRxnhDRVeNn8dD7QxM93KDRCfdMLsG3TrtMFNwefEVdc6x,10.27408,2.56852,0.000001592584,5
5C87THkXX6vtXBYUFtbdCumxqxT7shDzrusEZDzHetVdazXn,108.905248,27.226312,0.000016881393,53
5F7eA3kwzoioLtno8fSFbFzyMiLsY89WTtAXt9mJWvdqCQbk,22.61325008,5.65331252,0.000003505278,11.005
5GYSrz5Ebd6e5o83RNibste8wypZGcxp1xJBvrvwq9ADxyno,14.383712,3.595928,0.000002229618,7
5DAwQVprptvkWaAvh1dZtzG1nTBccax7jiR4dhCDVLJp1A2b,92.222361278197,23.055590319549,0.00001429538,44.8810799985
5F49FCNaKCp5ejMu4ZLE7vq4dW67XvZXGPNtfg47VVNvUbeW,513.704,128.426,0.000079629216,250
5DnscVEAkwsYbn85QUdSxbxMEpuJhycGi4HRDVEXGoR9YWJn,10.27408,2.56852,0.000001592584,5
5DUcVpPtvweDEoMtBUZvRDUtCW772vJhzUy688As3csVcfDW,115.069696,28.767424,0.000017836944,56
